avg_rules_per_second,avg_time_per_rule,avg_wall_time,parallel_rules,std_rules_per_second,std_time_per_rule,std_wall_time,total_rules,total_walkers,walkers_per_noise
6.111623485661913,0.16362751399477324,6.545100559790929,1.0,0.033282985604599066,0.0008940750193355455,0.03576300077342165,40.0,11000.0,1000.0
5.103228112605225,0.19595926764110724,7.83837070564429,2.0,0.025479300443764234,0.0009750487984723963,0.03900195193889548,40.0,11000.0,1000.0
5.31569474495549,0.18816280638178187,7.5265122552712755,5.0,0.07805933407758588,0.002767797591157516,0.1107119036463009,40.0,11000.0,1000.0
4.982944015520542,0.20068841154376668,8.027536461750666,10.0,0.02175774056895998,0.000878735715885265,0.03514942863541049,40.0,11000.0,1000.0
4.266824904407844,0.23461922556161882,9.384769022464752,20.0,0.1416583335415805,0.007618183150902568,0.3047273260361029,40.0,11000.0,1000.0
3.158108679429082,0.31667074548701446,12.666829819480578,40.0,0.028444188840486714,0.00283467191850007,0.11338687674000282,40.0,11000.0,1000.0
0.9740842765309021,1.0266076173633338,41.06430469453335,1.0,0.0014902636597553488,0.0015690113627800397,0.06276045451120257,40.0,110000.0,10000.0
0.8819662324791876,1.1339241572966179,45.356966291864715,2.0,0.008051751645531648,0.01028557918189309,0.41142316727572537,40.0,110000.0,10000.0
0.8844636775365599,1.1306443138668933,45.225772554675736,5.0,0.00328954117138519,0.004203587868881293,0.16814351475524947,40.0,110000.0,10000.0
0.8712893723915838,1.1477729315559069,45.910917262236275,10.0,0.005666749376988332,0.007474760687622838,0.2989904275049134,40.0,110000.0,10000.0
0.8509033526022115,1.1753025393933056,47.01210157573223,20.0,0.007041401954953223,0.009780890521757716,0.39123562087030755,40.0,110000.0,10000.0
0.8195821639950172,1.2211459646622338,48.84583858648936,40.0,0.023356182848680265,0.03551322318906218,1.4205289275624877,40.0,110000.0,10000.0
