avg_rules_per_second,avg_time_per_rule,avg_wall_time,parallel_rules,std_rules_per_second,std_time_per_rule,std_wall_time,total_rules,total_walkers,total_wall_time,walkers_per_noise
4.640647970682109,0.2154912751168013,8.61965100467205,1.0,0.020290400867547315,0.000943728860052679,0.03774915440210689,40.0,11000.0,25.85895301401615,1000.0
5.296866598753605,0.18879287677506607,7.551715071002643,2.0,0.017302488572462325,0.0006174310404713312,0.02469724161885333,40.0,11000.0,22.655145213007927,1000.0
5.656214832043733,0.17679672117034595,7.071868846813838,5.0,0.002751315073309752,8.59735832263478e-05,0.003438943329053979,40.0,11000.0,21.215606540441513,1000.0
5.77774440681434,0.17308728074034052,6.923491229613622,10.0,0.0423808190687581,0.0012757726218055015,0.051030904872220055,40.0,11000.0,20.770473688840866,1000.0
5.872859743650559,0.1702758361895879,6.811033447583516,20.0,0.014508436843722251,0.0004206989085761032,0.01682795634304412,40.0,11000.0,20.43310034275055,1000.0
4.986192370201404,0.20055393675963082,8.022157470385233,40.0,0.0035587052011953947,0.00014310957275799204,0.005724382910319681,40.0,11000.0,24.0664724111557,1000.0
0.8862007278757744,1.1284128113339345,45.136512453357376,1.0,0.0004473684048293579,0.0005694378031370367,0.02277751212548106,40.0,110000.0,135.40953736007214,10000.0
0.8875065923709102,1.1267528330286345,45.07011332114538,2.0,0.0006685437417493761,0.0008485392019458751,0.03394156807783279,40.0,110000.0,135.21033996343613,10000.0
0.8769637894534611,1.1402980310221513,45.611921240886055,5.0,0.0002517440924833859,0.000327282780734167,0.01309131122936779,40.0,110000.0,136.83576372265816,10000.0
0.8812023548101706,1.1348133742809294,45.39253497123718,10.0,0.0004110837708577133,0.0005295427583643902,0.021181710334577254,40.0,110000.0,136.17760491371155,10000.0
0.8735487872255261,1.1447558338443438,45.79023335377375,20.0,0.0002316348172179696,0.00030359888713697237,0.01214395548547997,40.0,110000.0,137.37070006132126,10000.0
0.6859340954762491,1.4578664418309926,58.31465767323971,40.0,0.00037506812045591574,0.0007974618589264454,0.031898474357056984,40.0,110000.0,174.94397301971912,10000.0
